"kw20.BHI1.F"	"kw20.BHI1.G"	"kw20.BHI1.H"	"kw20.BHI2.F"	"kw20.BHI2.G"	"kw20.BHI2.H"	"kw20.BHI3.F"	"kw20.BHI3.G"	"kw20.BHI3.H"	"kw20.MIV0.A"	"kw20.MIV0.B"	"kw20.MIV0.C"	"kw20.MIV1.A"	"kw20.MIV1.B"	"kw20.MIV1.C"	"kw20.MIV2.A"	"kw20.MIV2.B"	"kw20.MIV2.C"	"kw20.MIV3.A"	"kw20.MIV3.B"	"kw20.MIV3.C"	"sxyx.MIV0.A"	"sxyx.MIV0.B"	"sxyx.MIV0.D"	"sxyx.MIV1.A"	"sxyx.MIV1.B"	"sxyx.MIV1.D"	"sxyx.MIV2.A"	"sxyx.MIV2.B"	"sxyx.MIV2.D"	"sxyx.MIV3.A"	"sxyx.MIV3.B"	"sxyx.MIV3.D"
"gene-HI_1295"	137.32	138.74	132.57	137.17	117.88	116.79	111.26	112.42	101.72	181.23	168.88	110.77	203.77	189.2	118.65	192.64	223.08	147.97	133.52	171.69	97.85	148.54	181.65	128.82	151.06	170.45	113	172.98	184.58	122.33	111.89	122.74	100.3
"gene-HI_1296"	55.35	52.97	57.4	61.31	58.17	60.28	58.35	49.53	51.01	79.35	64.5	57.55	59.82	62.62	47.17	48.73	61.67	52.09	50.64	53.26	86.94	76.55	90.68	59.11	64.09	69.32	52.9	55	51.46	49.84	50.16	45.83	36.2
"gene-HI_1297"	31.65	35.14	35.21	36.57	29.65	35.68	21.77	20.76	37.94	16.28	19.22	26.59	2.75	6.72	12.12	7.91	3.64	11.89	8.66	9.69	23.35	25.75	8.9	35.31	4.66	3.1	10.83	4.17	2.31	10.61	15.21	2.72	21.11
"gene-HI_1298"	39.48	35.25	34.52	32.92	29.3	30.5	21.03	19.33	34.72	39.01	31.53	24.44	17.85	12.34	13.31	17.49	17.57	23.63	15.26	11.25	27.35	41.74	37.86	33.29	12.83	17.7	15.5	14.66	13.38	16.36	22.15	11.1	17.15
"gene-HI_1300"	81.28	71.31	74.78	56.48	66.86	62.44	64.2	74.28	62.56	69.1	65.73	66.27	54.71	54.31	83.95	45.07	60.51	58.68	52.52	63.9	55.24	61.02	62.31	78.84	55.71	50.97	76.78	54.54	48.47	59.73	47.34	47.92	76.37
"gene-HI_1301"	388	335.22	324.53	291.09	322.06	288.96	240.97	246.94	245.46	103.78	153.95	270.12	50.21	46.25	138.83	57.32	42.83	115.23	45.25	31.68	53.61	92.7	81.66	385.89	47.74	48.25	136.22	59.04	53.65	118.52	51.29	72.12	124.44
"gene-HI_1302"	583.4	605.57	584.34	501.01	448.2	451.44	462.68	467.78	440.34	609.68	581.23	446.28	620.19	639	443.62	616.63	603.96	466.08	475.65	518.45	298.16	492.36	521.54	472.53	555.13	523.95	486.96	582.46	561.85	445.47	403.95	412.43	367.84
"gene-HI_1303"	603.39	602.61	606.38	656.74	675.04	674.88	706.84	695.3	758.17	817.41	670.77	659.98	1267.57	1094.88	893.39	1218.55	953.97	1233.22	660.8	989.28	1029.95	768.12	798.79	758.32	982.11	917.21	804.25	1183.6	1112.94	790.36	645.58	580.14	615.68
"gene-HI_1304"	608.2	627.08	577	577.16	593.97	571.52	630.59	603.63	642.54	797.49	683.21	584.48	930.77	915.95	704.82	959.84	625.6	806.52	594.24	714.79	445.83	716.83	650.34	611.18	875.51	696.07	633.05	915.26	794.38	593.06	591.86	448.06	468.1
"gene-HI_1305"	239.08	195.02	212.92	206.96	215.29	194.87	216.34	222.02	245.37	122.62	160.48	180.65	73.77	70.58	118.78	100.15	77.62	165.51	77.98	64.67	68.33	113.82	99.62	204.93	80.9	81.16	134.37	94.3	88.33	101.61	72.44	83.53	101.88
"gene-HI_1306"	168.42	142.87	136.36	183.23	174.97	169.44	209.9	221.72	189.41	178.76	164.85	155.41	117.76	100.98	118.58	138.11	113.68	120.94	131.95	75.71	56.57	169.57	108.98	182.82	140.4	103.73	127.78	164.96	118.58	88.69	154.97	100.45	118.53
"gene-HI_1307"	118.5	117.13	108.54	131.42	131.81	110.42	145.57	171.46	155.36	87.94	105.68	109	66.54	61.16	90.61	79.95	73.76	90.19	93.3	48.34	55.03	92.55	63.21	123.97	71.1	53.98	100.3	97.31	66.55	74.97	98.23	72.72	92.6
"gene-HI_1308"	199.27	194.21	182	176.79	204.2	176.71	213.31	246.6	261.19	111.03	138.95	186.24	110.89	91.01	205.95	112.14	96.97	199.98	118.6	51.64	89.67	119.05	89.25	217.71	108.44	98.67	200.48	130.97	106.58	137.5	131.51	142.67	176.05
"gene-HI_1309"	121.62	126.04	137.05	111.15	118.87	109.9	103.75	130	143.65	85.57	95.04	85.41	77.56	88.62	117.15	94.49	72.68	143.46	92.67	66.57	120.43	93.73	54.14	102.62	85.55	59.66	122.81	107.21	58.8	97.8	83.84	65.62	94.95
"gene-HI_1310"	51.79	51.54	52.01	48.19	51.22	46.46	50.25	50.62	54.8	45.2	46.84	56.44	33.75	34.68	38.8	39.13	34.36	47.43	56.48	28.57	72.82	65	49.48	48.07	38.05	29.59	38.09	49.73	35.87	31.3	68.54	36.3	46.79
"gene-HI_1311"	298.54	317.06	288.2	264.42	283.3	265.44	266.84	283.1	246	212.14	243.18	274.38	218.41	182.11	261.71	168.92	167.83	173.75	239.83	445.72	485.93	204.78	199.46	286.73	184.57	198.51	316.34	155.59	180.82	230.7	170.8	270.56	305.68
"gene-HI_1312"	430.74	403.56	381.65	321.48	364.57	354.47	381.64	387.31	398.5	317.41	360.79	387.28	271.88	239.31	322.81	249.68	266.22	274.7	345.07	367.7	127.38	278.88	295.62	374	243.27	268.71	389.67	245.33	267.65	281.25	280.74	386.55	404.57
"gene-HI_1313"	312.21	286.96	279.5	229.4	251.58	237.27	283.18	282.2	287.02	250.48	250.55	299.79	205.43	188.43	246.55	161.71	157.79	163.44	249.53	166.5	154.89	242.43	214.5	277.48	211.36	197.59	311.79	160.28	160.76	175.08	253	215.96	280.1
"gene-HI_1314"	122.46	116.56	106.33	110.15	115.88	105.07	129.89	162.28	150.11	104.66	109.63	112.21	172.73	120.98	146.81	101.63	112.31	98.72	166.56	67.84	43.97	97.93	106.95	106.21	143.91	136.29	189.72	134.64	127.62	126.38	168.12	170.04	207.71
"gene-HI_1315"	11.46	15.2	10.18	10.61	13.32	6.88	12.5	19.89	18.44	8.82	11.64	9.51	92.78	98.06	116.53	169.03	166.19	189.09	122.09	66.73	75.67	13.86	12.03	9.11	67.37	68.15	57.84	143.29	149	112.12	125.88	123.65	125.33
"gene-HI_1316"	10.31	9.1	11.29	10.25	8.69	8.56	9.74	14.28	12.67	12.6	10.96	7.59	44.29	36.48	54.25	66.05	82.61	57.48	61.05	53.87	69.99	11.59	11.73	9.61	33.47	29.73	22.82	54.94	54.68	57.68	69.71	47.63	52.86
"gene-HI_1317"	44.76	48.58	45.31	53.53	55.52	57.22	66.16	59.62	60.97	75.19	60.43	56.06	129.52	149.94	128.14	145.29	229.1	124.79	139.82	148.22	90.67	68.65	66.97	59.5	110.83	103.56	129.26	112.34	107.02	152.07	114.34	114.32	125.28
"gene-HI_1318"	1683.66	1685.47	1697.79	1898.42	1827.55	1728.79	1759.64	1711.85	1443.73	1894.69	1916.97	1581.28	2270.16	1936.45	1778.29	2310.7	2474.31	2078.99	1999.45	2801.04	3142.93	2229.77	2004.37	1618.21	2017.65	2077.33	1400.49	2482.81	2521.33	1830.09	2094.63	1972.48	1815.3
"gene-HI_1319"	6453.3	6165.57	6109.87	8582.2	7216.23	7330.42	8095.53	6786.48	7244.74	9593.77	10009.86	8823.55	11057.33	9272.34	7711.15	9999.29	9604.63	5618.91	12206.99	12575.62	11879.59	13611.17	9698.61	8022.99	13541.59	11175.28	7722.65	12339.32	8846.75	6123.81	15299.56	10030.88	8172.64
"gene-HI_1320"	4015.83	3928.87	3674.09	5557.06	4340	4630.91	5091.48	4221.31	4488.32	7855.57	8575.38	5565.74	9704.23	7560.52	4477.16	6627.88	7683.7	2864.57	9404.57	9411.48	7208.19	10352.4	9556.42	4474.89	11098.6	11029.8	4420.96	9246.22	7851.14	3507.84	12162.26	8919.98	4813.26
"gene-HI_1321"	105.62	104.62	107.43	119.46	126.62	117.47	136.66	135.29	132.3	128.23	130.5	117.65	143.73	166.02	144.74	185.73	165.18	205.8	111.09	133.01	84.01	110.81	88.98	120.6	142.62	106.52	151.32	160.91	119.16	161.88	107.56	77.41	112.02
"gene-HI_1322"	71.82	70.66	68.39	81.09	82.4	73.24	99.04	93.62	93.5	103.47	99.69	75.45	200.25	184.35	137.35	213.22	257.8	202.49	133.47	106.52	41.93	86.44	89.49	81.26	152.75	149.28	139.21	188.29	165.79	162.55	130.15	117.89	129.66
"gene-HI_1323"	74.02	77.19	76.64	86.94	88.97	88.83	89.51	90.69	98.9	93.18	78.23	75.27	120.06	140.55	121.92	119.79	133.95	144.83	107.75	103.71	172.34	91.96	80.42	83.72	119.41	105.96	116.51	111.04	90.71	143.17	112.82	74.47	112.33
"gene-HI_1324"	136.09	124.28	121.55	100.01	106.88	96.77	107.25	119.48	125.5	120.59	143.92	97.81	124.02	131.87	129.6	157.96	141.25	155.11	102.92	88.45	84.61	104.85	91.69	119.73	112.39	92.8	100.22	138.05	131.88	105.02	104.73	89.64	95.5
"gene-HI_1325"	981.83	985.56	975.71	354.88	553.14	560.39	402.41	431.68	378.96	412.49	441.43	504.61	64.7	64.58	115.35	97.24	87.97	181.46	79.22	44.86	634.89	567.61	695.21	506.27	57.07	67.75	61.92	106.31	104.9	82.02	91.21	77.44	84.61
"gene-HI_1326"	55.2	57.9	47.26	23.94	30.06	28.06	27.71	31.43	27.23	18.79	24.12	28.91	5.32	11.51	18.93	18.92	6.6	29.6	11.05	14.37	26.11	30.75	9.08	25.55	9.21	4.08	11.18	8.21	4.12	13.22	15.91	4.09	15.44
"gene-HI_1327"	34.54	36.35	36.6	14.35	22.51	18.91	16.8	11.57	18.21	2.9	12.93	30.82	2.11	3.35	16.43	1.47	4.19	12.9	0.66	3.3	23.42	6.32	5.72	16.46	0.89	2.53	8.44	3.34	3.81	16.26	4.88	3.93	22.3
"gene-HI_1328"	2658.95	2965.87	3150.27	3159.19	2677.32	2760.5	2701.94	2669.82	2438.47	3849.2	4338.76	2446.55	2323.39	2210.73	1121.3	2271.35	1730.97	1082.89	3643.38	2945.14	2128.24	4974.26	5301.79	2678.12	3264.6	3169.17	1575	3588.15	3037.17	1093.07	4124.04	3866.97	2093.75
"gene-HI_1328.1"	161.88	152.61	141.18	121.74	102.19	98.59	93.84	82.39	57.34	99.69	120.48	131.61	33.39	31.26	40.53	31.62	47.36	54.63	105.84	73.94	104.27	131.85	104.95	108.38	54.95	54.26	58.84	50.11	40.17	44.68	108.01	87.66	68.19
"gene-HI_1329"	102.68	95.88	97.55	67.94	62.82	66.91	53.5	48.63	45.24	67.01	72.67	73.61	44.79	38.54	54.65	46.81	43.81	61.11	70.73	65.68	78.27	76.66	63.44	62.61	52.88	45.09	52.24	52.86	54.87	43.42	75.3	65.19	58.7
"gene-HI_1330"	57.49	53.66	57.11	46.88	40.01	44.23	43.56	42.53	37.28	58.79	58.71	49.23	39.7	36.52	40.11	26.9	31.29	45.4	38.41	32.07	59.48	59.55	59.16	43.06	44.81	47.88	43.17	30.9	33.22	27.13	38.81	35.31	39.72
"gene-HI_1331"	265.12	264.84	253.05	324	301.62	318.04	375.51	311.36	276.57	442.31	357.12	362.01	236.41	248.19	270.45	328.91	252.87	282.65	415.8	156.76	107.67	540.73	417.79	368.21	370.04	291.28	225.2	403.18	317.98	193.93	380.22	303.58	315.8
"gene-HI_1333"	373.65	373.37	374.51	552.09	504.81	484.05	596.84	568.57	522.88	478.46	455.89	506.92	504	460.03	525.61	581.79	484.85	690.01	499.04	445.67	657.83	501.46	423.63	487.97	528.03	453.53	486.9	608.84	465.55	506.98	531.23	404.5	531.89
"gene-HI_1334"	142.76	152.84	204.14	89.22	120.6	123.7	113.66	109.88	103.22	135.91	112.58	114.77	136.48	170.93	175.99	58.92	60.2	101.76	101.16	33.97	114.3	201.05	159.13	110.95	192.42	115.96	223.85	95.71	89.63	77.04	100.12	85.55	102.93
"gene-HI_1335"	547.04	447.05	499.99	254.25	313.11	304.47	323.89	318.6	287.07	306.84	323.86	346.01	280.21	255.46	384.34	147.55	141.42	223.63	180.16	160.82	267.85	339.26	364.99	369.04	246.04	286.66	502.66	166.89	202.04	185.83	168.35	283.57	307.34
"gene-HI_1336"	189.99	171.34	175.11	125.81	121.03	118.14	142.72	134.27	118.7	87.55	92.29	141.09	114.86	129.58	235.07	160.21	113.01	222.17	105.83	128.69	254.39	93.62	79.05	142.24	101.27	85.91	165.54	141.1	122.34	161.51	128.05	97.51	196.7
"gene-HI_1337"	201.66	192.4	189.91	139.75	149.37	144.8	162.93	154.43	149.65	93.33	124.94	173.98	136.29	129.02	251.83	129.69	110.51	206.07	88.62	88.56	103.88	77.8	92.44	168.66	101.28	109.2	210.8	119.14	141.81	195.67	84.83	119.27	233.07
"gene-HI_1338"	46.73	42.64	49.06	40.12	50.55	42.32	51.52	65.14	66.92	19.09	26.44	38.76	52.35	50.32	104.33	82.16	57.37	98.62	49.95	46.92	23.94	11.25	11.9	49.9	47.26	37.43	76.83	77.49	62.35	94.87	63.03	50.95	99.62
"gene-HI_1339"	1376.34	1651.42	1551.66	1851.8	2306.59	1864.64	2008.16	2238.76	2567.12	1866.3	1890.53	1795.55	2730.28	2530.96	2658.38	2340.9	1973.16	2270.3	1617.46	2448.32	6584.72	1803.43	1798.72	2108.15	1955.28	2021.29	1871.31	2453.61	2398.77	1556.75	1595.61	1718.12	1551.13
"gene-HI_1340"	148.03	147.86	141.97	116.83	103.52	104.2	111.5	100.01	95.26	122.81	118.1	108.63	73.33	82.21	61.39	76.48	82.54	69.92	87.36	52.2	105.09	123.82	150.11	110.4	90.35	92.46	76.8	81.11	81.71	64.68	87.01	87.89	81.85
"gene-HI_1341"	8.25	10.6	8.78	11.37	8.12	8.99	7.25	9.23	8.42	13.35	11.88	8.49	11.89	14.25	15.94	11.93	23.12	15.23	15.86	16.97	24.65	13.69	14.88	6.77	11.77	13.14	9.26	18.68	14.6	16.02	18.95	15.73	19.62
"gene-HI_1342"	22.45	20.17	21.59	13.38	12.32	12.16	11.23	12.28	9.48	13.12	13.41	13.42	8.23	8.52	13.78	10.51	12.84	15.79	16.12	21.65	47.89	14.95	16.41	13.78	11.78	11.33	10.24	10.4	11.1	11.56	10.74	12.58	17.89
"gene-HI_1343"	3.42	1.71	3.07	2.09	2.05	1.57	2.22	2.31	1.98	3.13	2.67	2.64	3.79	4.88	6.46	3.68	9.4	8.62	4.34	5.46	15.03	5.67	5.08	1.43	3.52	4.39	2.81	5.78	5.86	6.72	7.62	4.92	9.63
"gene-HI_1344"	2876.84	3059.2	2998.55	2402.61	2807.94	2850.49	2457.35	2328.88	1459.37	4508.79	2999.08	2954.85	3866.33	4027.99	2650.1	3208.32	4000.35	1930.76	3510.74	10035.49	15386.36	3424.13	3900.54	3091.46	4031.34	3887.8	3092.19	2297.67	3165.35	2358.19	1961.96	2558.12	2427.76
"gene-HI_1345"	305.85	302.92	290.1	347.1	292.23	308.27	348.93	345.25	312.27	396.73	401.15	311.62	188.49	234.42	157.37	175.57	128.09	144.61	340.79	100.38	88.1	435.58	323.68	287.05	313.54	245.71	207.29	250.14	196.5	132.93	345.44	258.6	204.79
"gene-HI_1346"	554.3	508.3	476.46	533.58	500.91	490.5	563.48	540.67	457.71	661.16	644.29	495.3	270.29	400.92	243.92	293.77	203.93	228.01	482.83	159.2	100.11	671.8	438.86	501.89	534.07	350.76	324.61	385.34	310.73	234.47	477.78	371.8	306.23
"gene-HI_1347"	596.05	577.22	542.57	627.25	575.23	613.52	655.37	629.77	557.47	768.84	680.06	617.57	519.2	525.12	380.19	459.91	342.38	420.68	545.25	237.23	102.01	725.57	743.43	595	625.55	612.84	449.23	565.03	554.58	343.11	551.56	528.38	428.19
"gene-HI_1348"	29.48	31.95	28.75	25.45	24.48	27.1	28.18	29.94	50.82	30.32	26.09	31.35	31.33	25.22	33.96	30.45	36.52	44.39	25.13	32.56	53.19	28.29	30.29	26.12	20.42	20.59	23.8	25.45	22.3	28.04	29.47	20.79	31.98
"gene-HI_1349"	612.49	379.84	402.08	397.11	428.4	420.68	594.81	442.93	487.95	639.96	323.94	384.72	542.7	653.4	744.75	1004.72	859	921.35	650.45	1277.33	1704.99	310.97	215.35	452.39	565.18	322.58	893.29	995.99	698.02	756.44	590.36	488.31	704.55
"gene-HI_1350"	78.88	63.33	70.28	98.78	76.92	82.8	126.68	107.61	135.05	76.64	84.38	79.68	387.97	433.59	367.19	513.2	594.23	508.42	309.81	354.46	172.62	66.1	65.97	64.79	299.43	274.48	291.3	429.82	351.01	370.36	329.16	256.13	256.25
"gene-HI_1351"	126.92	118.3	116.11	95.65	91.16	87.47	90.72	100.02	91.6	39.47	48.24	101.17	31.34	28.79	59.38	43.25	51.52	68.86	48.25	19.8	39.04	38.95	34.57	88.7	29.76	25.87	46.52	47.89	34.12	55.75	50.11	44.77	59.13
"gene-HI_1352"	246.68	218.29	213.55	144.48	145.08	155.91	138.69	131.36	131.11	145.08	154.98	146.48	44.14	40.16	52.24	41.57	37.36	49.37	72.11	33.67	107.86	137.59	139.48	170.32	58.52	55.37	49.34	58.13	51.55	34.34	85.54	80.1	60.29
"gene-HI_1353"	156.31	143.45	144.91	113.81	120.74	121.8	139.71	125.42	136.67	155.59	135.83	114.11	159.31	142.87	117.51	145.46	179.42	131.37	130.16	163.27	123.73	142.14	158.18	131.92	132.85	144.69	120.31	134.77	133.29	105.3	139.35	131.82	115.48
"gene-HI_1354"	344.48	355.36	344.71	325.25	321.08	320.45	322.82	320.43	314.61	296.42	326.44	355.53	272.24	225.74	237.84	201.08	195.46	205.89	182.86	106.96	91.07	279.21	322.5	344.61	259.61	285.86	277.91	208.28	224.9	174.32	169.67	196.54	201.18
"gene-HI_1355"	103.72	111.56	107.79	48.93	52.72	50.66	45.16	53.5	53.22	60.98	57.72	57.52	41.11	27.7	26.07	15.7	35.81	28.84	34.26	15.47	26.26	65.81	75.74	53.73	44.62	44.35	30.38	27.39	27.45	21.27	35.88	39.36	29.05
"gene-HI_1356"	16.12	15.35	14.59	116.42	78.95	78.65	137.06	159.84	181.49	32.27	64.69	43.43	970.39	1101.52	861.11	1150.98	1510.88	1050.27	389.38	565.15	196.67	21.35	21.83	42.16	652.86	649.9	687.04	879.6	807.23	853.8	378.74	358.88	395.65
"gene-HI_1357"	14.58	12.44	13.58	104.82	79.46	75.06	138.13	142.7	109.94	27.83	48.47	45	1063.1	1108.31	1150.67	1252.01	1642.5	1430.55	373.45	364.22	58.3	16.4	20.46	48.45	632.39	719.28	781.7	868.39	940.26	1180.43	340.26	427.9	524.39
"gene-HI_1358"	11.79	9.45	8.6	41.77	37.23	34.37	68.35	65.77	43.55	8.62	19.06	24.63	359.86	317.31	522.82	358.59	435.76	453.95	125.47	129.71	24.49	7.48	9.6	19.96	203.73	230.78	323.75	302.51	279.42	501.19	123.61	136.99	225.66
"gene-HI_1359"	25.15	21.86	22.7	68.41	79.68	63.98	129.01	123.35	96.98	18.66	27.63	49.49	667.56	557.52	1455.17	739.69	764.13	1372.92	210.37	258.42	82.45	13.56	13.37	52.53	358.42	324.47	851.55	501.53	436.07	1461.65	202.94	242.94	529.21
"gene-HI_1360"	36.25	32.92	27.56	87.42	85.94	79.74	142.21	137.91	106.47	20.65	32.1	59.25	564.04	544.86	1333.86	680.29	739.3	1161.05	201.56	218.62	60.61	19.35	21.17	58.05	310.89	320.6	807.93	476.36	425.66	1254.23	205.33	256.11	511.33
"gene-HI_1361"	134.29	136.44	129.51	269.01	271.19	276.56	328.61	378.82	316.14	146.49	194.26	222.84	605.07	598.58	921.9	466	752.86	580.97	338.46	211	136.17	132.3	157.64	222.14	404.32	402.59	889.45	439.21	463.01	1114.8	288.33	378.42	572.89
"gene-HI_1362"	946.86	796.67	793.36	823.47	879.47	836.89	1023.93	892.92	773.48	229.58	392.92	896.09	500.94	486.11	1848.54	406.98	514.41	1142.81	338.84	564.03	699.61	179.11	194.55	1053	366.48	487.01	1933.71	343.64	426.43	1987.83	307.36	592.25	1637.4
"gene-HI_1363"	748.69	627.04	682.6	686.19	700.53	680.73	855.38	858.83	660.52	546.98	575.02	716.39	1003.78	947.86	1334.43	818.45	1070.59	857.47	770.39	689.18	296.51	366.69	427.56	776.21	841.92	880.17	1489.38	696.28	839.77	1545.41	690.72	926.55	1218.36
"gene-HI_1364"	56.36	51.37	52.21	49.77	47.17	52.79	53.64	48.03	56.57	67.53	54.89	47.53	50.03	70.64	55.58	63.75	59.73	57.64	63.79	66.5	62.76	74.67	41.04	54.23	68.24	40.42	60.16	61.14	45.99	49.94	59.29	40.82	57.91
"gene-HI_1365"	432.96	437.73	432.73	292.47	306.84	292.31	282.04	318.04	299.42	358.16	336.72	311.03	426.05	330.2	298.42	492.77	448.49	444.35	285.49	508.62	249.83	367.07	391.55	332.25	366.61	334.73	274.67	479.4	423.19	298.53	295.73	292.52	286.4
"gene-HI_1366"	286.52	280.99	285.04	243.32	234.93	250.16	271.08	219.23	219.67	146.09	114.69	160.27	1462.52	5005.24	4187.54	436.7	1188.9	1847.86	203.33	272.76	192.46	155.52	159.84	133.18	475.16	6616.49	4697.87	312.88	1275.08	2140.45	216.02	308.95	358.6
"gene-HI_1367"	648.08	642.31	592.53	659.4	617.6	644.71	579.07	546.28	500.46	698.83	697.94	598.21	665.37	789.74	561.27	588.92	756.31	565.27	499.78	826.9	451.25	666.47	760.2	643.35	614.99	625.9	485.09	631.21	758.89	546.72	432.39	511.92	451.49
"gene-HI_1368"	18.98	18.96	18.19	13.59	13.39	13.14	15.29	14.02	13.16	14.98	14.02	13.73	11.93	16.58	22.4	21.77	21.46	23.17	19.1	20.17	30.35	17.39	11.14	14.03	15.43	11.22	17.72	19.34	12.34	22	23.03	12.14	23.48
"gene-HI_1369"	14.41	12.84	14.7	10.54	8	9.57	10.44	11.33	10.33	9.66	9.94	12.49	13.06	18.59	25.89	18.79	22.77	36.83	14.97	19.23	44.96	12.83	8.51	11.36	15.29	10.65	17.89	15.34	10.55	21.77	18.41	8.61	23.56
"gene-HI_1370"	340.83	377.54	358.63	452.47	398.11	399.66	514.48	408.9	420.13	479.45	382.45	378.96	727.4	580.74	771.99	944.62	664.68	733.81	599.55	1028.29	5204.13	422.86	328.18	452.65	537.09	391.99	613.15	882.56	564.95	544.58	731.82	418.38	686.93
"gene-HI_1371"	232.61	225.79	253.14	156.54	149.78	151.95	146.33	144.81	105.65	180.59	163.25	172.42	76.76	65.26	54.95	62.69	40.26	64.44	76.58	18.22	48.43	171.37	184.19	170.7	107.46	88.97	71.5	87.64	78.73	47.85	92.05	75.19	68.23
"gene-HI_1371.1"	245.8	244.12	244.93	163.15	147.94	157.23	151.96	135.76	111.11	189.96	196.83	187.63	75	75.81	60.16	70.63	48.54	65.17	86.71	33.16	48.42	187.1	199.82	172.1	114.11	111.88	80.75	97.23	107.45	57.97	101.91	90.03	68.36
"gene-HI_1372"	225.67	224.78	204.11	202.66	197.75	179.83	195.71	198.98	163.78	241.25	253.39	175.53	251.59	212.54	171.57	233.87	176.42	200.79	124.98	177.69	53.82	216.53	230.25	191.83	197.63	194.96	131.31	222.99	215.96	118.79	111.08	120.16	122.78
"gene-HI_1373"	320.06	322.76	296.89	281.41	304.28	275.75	268.86	310.55	239.03	351.03	340.35	259.01	332.24	299.82	239.38	327.25	237.63	297.1	165.37	194.97	48.08	275.96	300.37	294.94	279.82	262.63	218.64	326.66	317.69	201.99	148.42	168.83	169.9
"gene-HI_1374"	237.14	231.18	218.27	216.4	208.16	206.18	213.02	211.94	208.61	271.01	278.48	218.87	240.96	224.84	176.17	228.81	193.27	193.2	145.81	106.89	38.7	242.14	271.39	222.03	232.4	228.07	180.91	234.52	237.01	140.77	132	139.09	135.06
"gene-HI_1375"	111.13	122.49	121.11	123.85	130.07	135.31	122.35	132.85	113.22	73.23	67.41	108.03	46.01	60.98	93.35	83.23	40.77	97.96	38.88	18.14	27.46	74.68	46.29	116.5	48.97	38.74	114.24	41.44	38.41	90.24	69.47	26.77	71.67
"gene-HI_1376"	192.7	211.53	184.29	208.93	200.09	196.69	184.28	211.75	178.63	200.25	190.61	159.47	105.25	149.4	133.43	145.64	115.82	120.42	109.13	44.19	43.46	179.42	123.87	197.77	132.41	99.56	177.11	117.08	113.92	121.73	103.86	81.96	118.24
"gene-HI_1377"	162.44	169.07	159.7	167.6	177.41	163.32	175.81	202.41	187.31	204.81	191.85	147.89	194.16	190.81	164.05	227.65	198.15	191.69	140.7	73.21	58.59	177.2	151.25	173.79	185.82	149.08	159.27	216.11	189.83	170.37	135.49	112.08	144.62
"gene-HI_1378"	58.47	62.95	66.94	66.94	66.96	61.2	61.68	69.78	73.78	23.69	29.74	53.99	29.08	49.06	77.04	52.37	43.84	80.08	36.11	23.8	21.36	27.16	21.14	64.25	32.42	27.15	77.92	27.07	25.15	102.04	50.64	25.25	58.85
"gene-HI_1379"	153.6	174.03	169.24	159.98	151.61	143.89	148.76	160.44	162.78	233.16	211.7	126.16	208.88	321.21	197.25	273.8	320.19	200.49	238.79	251.25	99.07	194.79	133.22	145.96	233.53	184.81	221.25	214.6	174.45	261.64	212.1	173.57	181.06
"gene-HI_1381"	27.41	22.27	19.75	17.47	18.56	20.27	19.97	22.36	19.13	13.59	16.66	18.15	15.43	17.59	20.78	17.32	22	29.98	18.44	22.1	33.84	13.06	11.37	21.34	16.1	14.62	28.43	15.81	17.51	32.11	19.65	15.49	31.21
"gene-HI_1382"	16.64	16.26	15.51	10.79	12.16	9.75	13.35	16.33	16.18	10.14	17.01	10.07	11.26	12.54	16.43	16.15	19.7	17.68	10.24	19.98	27.28	15.53	11.21	11.92	15.33	12.35	16.13	14.65	8.87	16.31	15.79	13.87	17.97
"gene-HI_1383"	49.44	40.7	40.42	34.24	45.36	38.03	50.3	57.94	73.98	30	42.37	33.33	38.22	28.82	54.41	34.33	37.29	67.28	24.75	55.21	65.17	31.28	24.85	37.13	29.4	36.1	66.63	27.05	28.89	65.78	19.93	29.58	62.11
"gene-HI_1384"	356.13	373.96	319.06	586.71	566.01	638.34	531.26	503.01	643.41	252.26	249.12	415.94	242.88	457.52	601.9	1590.34	1289.3	875.85	1378.02	3550.98	2396.89	329.14	175.3	322.4	243.46	221.25	430.91	739.6	904.75	887.28	1393.94	876.13	1283.72
"gene-HI_1385"	528.16	636.94	548.48	832.97	896.09	964.02	791.05	870.77	1008.89	470.14	315.91	548.49	425.22	730.3	789.6	2864.91	1892.22	1229.33	2451.18	4533.88	2333.7	645.88	315.55	488.37	430.84	348.66	684.82	1264.52	1257.04	1239.5	2273.94	1253.08	1780.97
"gene-HI_1386"	89.08	84.99	84.17	62.75	68.75	65.32	45.5	55.79	59.69	31	38.15	53.5	18.45	39.76	50.49	118.89	75.16	56.48	113.08	60.51	47.4	53.62	18.75	41.41	30.03	16.81	37.16	58.35	52.58	71.03	118.17	58.54	77.74
"gene-HI_1387"	109.72	118.58	102.69	198.9	118.42	124.7	128.87	197.96	152.73	49.49	89.96	62.77	1039.79	1419.61	1186.68	2912.61	3521.94	1432.37	303.93	57.15	67.12	69.53	57.87	54.27	493.99	601.09	699.08	299.61	246.82	198.36	343.93	393.87	273.85
"gene-HI_1388"	103.83	106.27	95.24	176.51	70.76	94.28	100.5	124.43	95.56	30.28	63.6	51.16	716.52	925.7	1099.65	2323.87	2601.11	1624.29	244.34	49.61	77.14	46.76	49.14	57.56	322.11	413.65	627.05	213.66	206.3	187.36	270.87	312.99	283.71
